mutation_rate,transition_matrix_AT,transition_matrix_AC,transition_matrix_AG,transition_matrix_TA,transition_matrix_TC,transition_matrix_TG,transition_matrix_CA,transition_matrix_CT,transition_matrix_CG,transition_matrix_GA,transition_matrix_GT,transition_matrix_GC
1.493761350110404e-09,0.07976313685054111,0.07403552317121118,0.19845387512958482,0.08731341106496714,0.13465196104456534,0.11394812901970826,0.11905810927196749,0.1254235797574989,0.09048070176697558,0.14738078973722818,0.10881524132098283,0.08192554619455637
