pred_mutation_rate,pred_transition_matrix_AA,pred_transition_matrix_AT,pred_transition_matrix_AC,pred_transition_matrix_AG,pred_transition_matrix_TA,pred_transition_matrix_TT,pred_transition_matrix_TC,pred_transition_matrix_TG,pred_transition_matrix_CA,pred_transition_matrix_CT,pred_transition_matrix_CC,pred_transition_matrix_CG,pred_transition_matrix_GA,pred_transition_matrix_GT,pred_transition_matrix_GC,pred_transition_matrix_GG
1.0482717351171322e-05,0.3057992418462663,0.07747219996335378,0.1465065536318344,0.3022081544228995,0.22373060428626543,0.17474828870314338,0.2548075887217693,0.20050182510505266,0.2100687674064794,0.19738403737662233,0.2201935662259908,0.23887466096103366,0.14844752118202342,0.23436521733657495,0.18874756397058912,0.2841227553576231
