mutation_rate,transition_matrix_AA,transition_matrix_AT,transition_matrix_AC,transition_matrix_AG,transition_matrix_TA,transition_matrix_TT,transition_matrix_TC,transition_matrix_TG,transition_matrix_CA,transition_matrix_CT,transition_matrix_CC,transition_matrix_CG,transition_matrix_GA,transition_matrix_GT,transition_matrix_GC,transition_matrix_GG
2.773560788098574e-11,0.045901489619279714,0.0376661272897909,0.0395337805955953,0.1543271966053755,0.027645463439854308,0.0680803491956247,0.10999912012279857,0.058152109196246644,0.04172138552948471,0.07656343414920469,0.11094260912287861,0.034581269518980176,0.15136730420208488,0.04473101978315912,0.02525455719246175,0.05785303143160486
