mutation_rate,transition_matrix_AT,transition_matrix_AC,transition_matrix_AG,transition_matrix_TA,transition_matrix_TC,transition_matrix_TG,transition_matrix_CA,transition_matrix_CT,transition_matrix_CG,transition_matrix_GA,transition_matrix_GT,transition_matrix_GC
0.0008654644571206044,0.16874189057630418,0.11091537606988086,0.7203427333538149,0.0018735505233960503,0.2610539377538811,0.7370725117227229,0.3525618379444744,0.4913372327900097,0.15610092926551591,0.15027451024695987,0.3390626777837978,0.5106628119692423
5.3013814536995174e-05,0.3597174563200501,0.19568682150196304,0.4445957221779869,0.1324842878057117,0.0966073697419603,0.770908342452328,0.1622461371511787,0.7815952636512734,0.056158599197547954,0.17216174894642255,0.6432282320027843,0.1846100190507931
0.00020854136494449592,0.1805848554342808,0.19792956829866729,0.6214855762670519,0.24400611458462823,0.2353854318619409,0.520608453553431,0.27764266353212447,0.47423193494275406,0.24812540152512158,0.14914757792747427,0.4617645687671795,0.38908785330534623
0.00041030761908051396,0.2524327962635344,0.5268204284767841,0.22074677525968148,0.0756589122652,0.3120705191945973,0.6122705685402027,0.04081312956990191,0.712051638379886,0.24713523205021207,0.07992109395064445,0.47373282988848747,0.446346076160868
0.000166347984043261,0.05597862630807593,0.1730108914423454,0.7710104822495787,0.3137107757099774,0.21320181623142204,0.47308740805860056,0.220796998944916,0.6032133834869032,0.1759896175681808,0.14612739936054936,0.8255917522769378,0.028280848362512656
0.00022782877773448252,0.1806097904717924,0.18063988136432785,0.6387503281638798,0.36186792897443687,0.20303814319834054,0.43509392782722256,0.23543166502200177,0.7042048873561432,0.06036344762185508,0.22624824105563468,0.3549108751434371,0.4188408838009284
0.0008978841613564738,0.16367076469110148,0.3022167884642392,0.5341124468446593,0.3392594507198783,0.34166418429916,0.31907636498096165,0.15713124341462573,0.48721189263505055,0.3556568639503237,0.11194795262509707,0.7344241154468021,0.15362793192810079
0.0005149097549189061,0.30836813741483954,0.23012004107540152,0.461511821509759,0.23538782074183465,0.03549860210404615,0.7291135771541192,0.39966392194826267,0.535647855940764,0.06468822211097336,0.11675578434343595,0.5312130658797918,0.3520311497767723
0.0005421697858775304,0.36492630061090975,0.19815421690967763,0.43691948247941276,0.1443709596240894,0.2014655495092605,0.65416349086665,0.3991333219847232,0.5651061234028059,0.03576055461247085,0.258595479382652,0.7132762830244147,0.02812823759293326
0.00015447401918569496,0.24201248352865273,0.2714666330508973,0.48652088342044997,0.11897794234170822,0.4657945424592366,0.4152275151990551,0.5204880812500221,0.46544805062250943,0.014063868127468349,0.2553311781989903,0.691940824138754,0.052727997662255555
0.00027934442059136935,0.20210859998319883,0.22381418266702938,0.5740772173497717,0.4187904634411093,0.15959312663648123,0.42161640992240945,0.21144426220064685,0.6339531976309389,0.15460254016841415,0.0881249555221841,0.718060623596702,0.1938144208811139
0.0007086718691906041,0.35421393527468525,0.355522801208295,0.29026326351701964,0.4333013606801088,0.07085459153089013,0.49584404778900104,0.11257154085409696,0.6906460515413937,0.19678240760450944,0.1905727119872968,0.45366640418361187,0.35576088382909127
2.270947680087015e-05,0.043764864442818074,0.33403171678902344,0.6222034187681584,0.03615985237120756,0.33540614719300543,0.6284340004357869,0.009066290480693573,0.8979088521309628,0.09302485738834348,0.3150858451429186,0.33469157606900435,0.3502225787880771
0.0002738720423371144,0.23394907241324683,0.07226312220890446,0.6937878053778488,0.2907748272436788,0.10653418709306145,0.6026909856632598,0.030223230476011664,0.5229347464873546,0.4468420230366338,0.06369112210448119,0.6546891382643462,0.2816197396311725
