mutation_rate,transition_matrix_AA,transition_matrix_AT,transition_matrix_AC,transition_matrix_AG,transition_matrix_TA,transition_matrix_TT,transition_matrix_TC,transition_matrix_TG,transition_matrix_CA,transition_matrix_CT,transition_matrix_CC,transition_matrix_CG,transition_matrix_GA,transition_matrix_GT,transition_matrix_GC,transition_matrix_GG
9.411517304125089e-09,0.08391013510140506,0.05993538904429358,0.052408314707083584,0.05597097763581166,0.046209636191367,0.055216530218875175,0.07964753874669618,0.07173547951804933,0.05739702066314853,0.0684790866152339,0.08655504907770598,0.04183487774150475,0.047488195616589755,0.06789334631801157,0.07665486128394962,0.059854833767711856
