mutation_rate,transition_matrix_AT,transition_matrix_AC,transition_matrix_AG,transition_matrix_TA,transition_matrix_TC,transition_matrix_TG,transition_matrix_CA,transition_matrix_CT,transition_matrix_CG,transition_matrix_GA,transition_matrix_GT,transition_matrix_GC
0.0005670883320379424,0.3525338569344727,0.10415395559213525,0.543312187473392,0.3549701198898831,0.030597717195704865,0.614432162914412,0.3730321466972077,0.5176366519732195,0.10933120132957277,0.2780793341999583,0.4858445915531754,0.23607607424686627
0.0004857940269680913,0.3847629807290699,0.19965841839498047,0.4155786008759495,0.2289799113439734,0.1975440188214558,0.5734760698345708,0.3877399993257048,0.4154209826380121,0.19683901803628318,0.04121032227339089,0.8514673945531059,0.10732228317350323
3.130007449618537e-05,0.036381079959459384,0.20090977120835163,0.762709148832189,0.08249874013839084,0.057145947488087157,0.860355312373522,0.1669603725312233,0.6310977592195451,0.20194186824923163,0.04197159521080246,0.5329181660238869,0.4251102387653106
0.0002920350786981888,0.26403761227435585,0.047974021554009205,0.6879883661716351,0.05923750125410615,0.38725346410626615,0.5535090346396279,0.08234826443196841,0.6903798096569413,0.22727192591109022,0.2292597283590739,0.5220091617567071,0.24873110988421893
0.0002836712389562222,0.32797803933952807,0.21204183204328475,0.45998012861718707,0.29361443701523093,0.27926567347037273,0.4271198895143963,0.4453968811754862,0.4466429928063587,0.10796012601815502,0.09710238007163768,0.7417562308429841,0.1611413890853783
9.228056499192686e-05,0.09139788432239027,0.002489984287724456,0.9061121313898853,0.28161760630648525,0.11425612345701358,0.6041262702365012,0.1769124253866563,0.6741460292883892,0.14894154532495446,0.1408491101826186,0.7366111399654548,0.12253974985192656
0.00015770937518252168,0.21769071180243232,0.0411805011386856,0.7411287870588821,0.2296428098562612,0.15096938613322827,0.6193878040105105,0.2208013597787764,0.6621668233634886,0.117031816857735,0.152272819926315,0.38931215519849527,0.45841502487518965
0.00036760179951535524,0.2177129420654152,0.10648040660881358,0.6758066513257712,0.012915667777010809,0.5838764089249177,0.40320792329807154,0.38558746917215647,0.3824146653269299,0.23199786550091353,0.36171776258124455,0.4264980859289443,0.21178415148981128
0.00019147238388099452,0.1328563057220681,0.09751098240658951,0.7696327118713423,0.04962039864833723,0.3434564794583854,0.6069231218932774,0.1267117969125993,0.5566412838115657,0.316646919275835,0.19850995636749902,0.402816956690862,0.39867308694163894
0.00037152623703623976,0.3065975209062087,0.05868243235846815,0.6347200467353232,0.5013245346352537,0.050188882188280826,0.4484865831764655,0.27783282052649094,0.5334284903973959,0.1887386890761132,0.12865235315518286,0.5164737552310391,0.35487389161377797
0.0005348744796578372,0.04427501654889654,0.13290631354184537,0.8228186699092581,0.06587531333267316,0.3247858137497016,0.6093388729176253,0.30727033297372736,0.5344694822714698,0.15826018475480277,0.14543881336975398,0.7370972376098199,0.11746394902042612
8.339227906964419e-05,0.20502712808542137,0.21747761963558898,0.5774952522789897,0.16553999689999682,0.25560287081615113,0.578857132283852,0.2256799650826389,0.7722493762435376,0.002070658673823389,0.3084118826147817,0.4684122340521501,0.22317588333306818
0.0005598208814548526,0.33495026958711327,0.07155249722153478,0.593497233191352,0.40987587673446163,0.14689986322115245,0.44322426004438586,0.11577306436923568,0.6022372464964294,0.281989689134335,0.22936069547498716,0.3649739813681758,0.40566532315683707
