pred_mutation_rate,pred_transition_matrix_AA,pred_transition_matrix_AT,pred_transition_matrix_AC,pred_transition_matrix_AG,pred_transition_matrix_TA,pred_transition_matrix_TT,pred_transition_matrix_TC,pred_transition_matrix_TG,pred_transition_matrix_CA,pred_transition_matrix_CT,pred_transition_matrix_CC,pred_transition_matrix_CG,pred_transition_matrix_GA,pred_transition_matrix_GT,pred_transition_matrix_GC,pred_transition_matrix_GG
3.9803098258303e-06,0.17448537952562493,0.23952033285685453,0.3125697498894859,0.17525812441397987,0.29842265235916104,0.21998102183231052,0.24656144669253624,0.17479042021941218,0.10798377797984934,0.17730314355638904,0.1351707365557045,0.4991029167434422,0.16017092407544,0.1057716415889006,0.20662614241123295,0.3462091630518165
1.242609623301175e-05,0.30582266569015193,-0.06941725414721575,0.04673921878415255,0.6645328726480109,0.2093936721568873,0.17003578747232456,0.6166485220786911,0.1728060210091968,0.1395833309186847,0.09290228926937247,0.21416781412540684,0.6230728148549995,0.21557419246403797,0.6981254421010492,0.15807483197194067,0.11052383078540096
2.1592064597585144e-06,0.18526684598509796,0.24001423801293442,0.15854510101358837,0.2662168156088365,0.1795125638979689,0.24914282647417724,0.213392908496995,0.1937054921004392,0.22185568922248872,0.22758561481476097,0.1775074026692014,0.21299800330971697,0.18312314032855462,0.17453925359857514,0.206464504300541,0.2521940624774476
3.595022829904487e-06,0.19357973372948029,0.16990760459073187,0.17134669251717066,0.3747410028648416,0.10620687660611136,0.26549123534720404,0.1624467680264514,0.36478010474386946,0.16518383678447324,0.464092211814285,0.13995055090935826,0.12828270110684142,0.22105809103536264,0.13858907192957542,0.19673153603645993,0.2769067100639917
3.095195662376688e-06,0.16624020250626154,0.24152096491038202,0.29589963922921125,0.19512802247296476,0.11212315693523442,0.1572836625748743,0.23167831025235974,0.39667716463799596,0.2605890239200912,0.23694089436213878,0.21137120209824914,0.16342420536976565,0.12168566589191425,0.14928137963608062,0.20099798104107844,0.3359075396492043
6.402715973695999e-06,0.24534746990351328,0.43164686506710626,0.3309765993816174,0.033091991438202406,0.10033925665556334,0.47605331875195145,0.16505878863377466,0.165831887338196,0.31815963388074325,0.239212369469317,-0.09230079118908843,0.5528262094859053,-0.03385643456617704,0.5772935088306732,0.1535367644705522,0.23419177236963074
2.0067420124403285e-06,0.1878833567692275,0.19194000421312388,0.18192247400791856,0.277786491097955,0.16640354661670897,0.26835074317529495,0.22748294488742382,0.17399705886215122,0.23054580283823298,0.23643305582737098,0.14966201716472052,0.22884306152803816,0.16865832197195352,0.16053545744504805,0.2153711220054363,0.2606023475417253
3.5668151085278337e-06,0.19000612253888594,0.1542043818774395,0.17141830425635035,0.35243471090649436,0.30859531226106346,0.2562432323779627,0.17094651513256667,0.1657599968947142,0.317383097766454,0.29011364126575917,0.14630861775503076,0.13525063271291865,0.14772868675940942,0.30374563431303186,0.13912045726727135,0.26123899261560873
2.2475845674138657e-06,0.19654143104994842,0.22848069924942446,0.17407698642136477,0.2414209964672549,0.16274458728429406,0.26170312454991146,0.22136014299454426,0.19915096238527394,0.244856401804893,0.24903425658353945,0.14742383282902988,0.21045029100446974,0.15335142983664024,0.1569019891504611,0.24415695337939225,0.25839042851849126
7.932578406145053e-06,0.20050283337668473,0.4069724904810584,0.024377406738129603,0.31720278481583064,0.5385228259679816,0.1420709446870095,0.16144496411645876,0.2050851552972774,0.3663967874523496,-0.05403773870235562,0.2379538164164102,0.4308962019682104,0.5331456873920829,0.221643892581348,-0.0034633800378449653,0.23397345606152603
2.8619472358990145e-06,0.18410951713171128,0.28959849440123686,0.12889284868615886,0.26775536832230173,0.21435416822468426,0.22092430057910276,0.22242999056685595,0.2148790248217516,0.21200300510153341,0.24925713894960388,0.18173408305567818,0.21704629361591204,0.1626650943371126,0.18635583275479195,0.20037469314664808,0.2757460246355691
1.300827595200963e-05,0.23879067248703642,0.7573359266374718,0.11403436739239742,-0.016261555199187983,0.8022178177929701,0.29375190106174515,-0.0017367573299224837,0.09147185818573184,1.0417650931880515,-0.3014240091024773,-0.04023256790344923,0.4949674669787328,0.3246342547934746,0.5678163210333926,-0.06433542082120042,0.2702127551324771
5.154973597562919e-06,0.25345741646906944,0.319753901239045,0.11409416835293446,0.15471728525921935,0.05388289326074455,0.1950991410190424,0.3929466296087782,0.283123413322259,0.19276285501127577,0.24086974385695084,0.18638741009027177,0.28113395225499516,0.05033753528167395,0.13524036544429768,0.5249637374693676,0.208121777019365
3.1275535487358006e-06,0.22620337691497858,0.1673249749924197,0.18422313305166899,0.26431379957416934,0.12690662114621276,0.2608906626728266,0.18739949114008755,0.28734557315217885,0.21710901072692332,0.23281455160929637,0.15087285192600408,0.2644492328738307,0.1643884223621349,0.2395333341938247,0.2380433511546385,0.21571752253264653
4.012337370232387e-06,0.19536381122536034,0.1733411013737678,0.2638322108862712,0.26138202329974264,0.17020812525425758,0.30682315554338974,0.2431677358662611,0.16544480772961617,0.3998139818830275,0.2544943723776955,0.10571421782100904,0.1509304757100714,0.12262926404381759,0.2883376711604368,0.20717226534532324,0.24883195507589925
5.969746621437581e-06,0.2708930876908665,0.39422471166864514,0.07800955964383688,0.15026597415001314,0.06998217192552461,0.4144363350351191,0.30577900065455277,0.10002366802324186,0.37272896737521144,0.3750316120752522,0.06410643961525683,0.1394396001175323,0.49630107442283194,0.04008921517520336,0.3389452294422764,0.09108678623349728
3.855127802725852e-06,0.18489534441253594,0.12058857395440084,0.09347442244027968,0.4869077955644933,0.11747173673830028,0.3301664428070159,0.24784554873666179,0.16646959929492608,0.2988218239166278,0.23105219087146053,0.12172405744164211,0.2520918224849629,0.08138676269349487,0.08689112171784538,0.47212497851117097,0.23220255526924688
