mutation_rate,transition_matrix_AA,transition_matrix_AT,transition_matrix_AC,transition_matrix_AG,transition_matrix_TA,transition_matrix_TT,transition_matrix_TC,transition_matrix_TG,transition_matrix_CA,transition_matrix_CT,transition_matrix_CC,transition_matrix_CG,transition_matrix_GA,transition_matrix_GT,transition_matrix_GC,transition_matrix_GG
6.117177856919166e-06,0.08364571940257323,0.29559041751603976,0.5274181652119966,0.09334569786939051,0.12546372906190614,0.6059657812412905,0.18084616850923704,0.08772432118756648,0.5036517879051957,0.1534616221281993,0.2595534558277503,0.08333313413885468,0.15606873971940788,0.07024477168918553,0.6070664376867353,0.16662005090467122
