mutation_rate,transition_matrix_AA,transition_matrix_AT,transition_matrix_AC,transition_matrix_AG,transition_matrix_TA,transition_matrix_TT,transition_matrix_TC,transition_matrix_TG,transition_matrix_CA,transition_matrix_CT,transition_matrix_CC,transition_matrix_CG,transition_matrix_GA,transition_matrix_GT,transition_matrix_GC,transition_matrix_GG
4.669238968670897e-10,0.0315237058932227,0.0013691703190581,0.0104304012998163,0.0014759063843921,0.009323527827847,0.0205343151369892,0.0220473036412674,0.0381119893457088,0.0008491679054634,4.170992789306308e-05,0.0056124827558483,0.0027284264766302,0.041469249315156,0.0090706294911016,0.0091066274950392,0.0413923909441059
6.134860265705489e-10,0.09619609788732345,0.0007537109195634328,0.031045953763547095,0.0260532312743277,0.002084080322937929,0.050554318554070346,0.014402772138494472,0.003502224659630926,0.06140244395086836,0.011664246493254302,6.348514917089313e-06,0.018844260399913947,0.0007587091255297962,0.00041778133527913935,0.00021971211230719607,0.0010996974157021278
