pred_mutation_rate,pred_transition_matrix_AA,pred_transition_matrix_AT,pred_transition_matrix_AC,pred_transition_matrix_AG,pred_transition_matrix_TA,pred_transition_matrix_TT,pred_transition_matrix_TC,pred_transition_matrix_TG,pred_transition_matrix_CA,pred_transition_matrix_CT,pred_transition_matrix_CC,pred_transition_matrix_CG,pred_transition_matrix_GA,pred_transition_matrix_GT,pred_transition_matrix_GC,pred_transition_matrix_GG
5.8201941198044904e-05,0.08667627526284089,0.293493689730009,0.22310786328740934,0.36776998474610073,0.05077488756856685,0.37799329349791644,0.15593672551112608,0.3856416210331729,0.22932215517998597,0.25843494330737554,0.24941127227338128,0.22866043010487988,0.35443808883820505,0.23819140726174454,0.12849106332855265,0.24574376039504423
7.690659308592682e-05,0.013002107274012659,0.44483508906004343,0.3806294178132531,0.17426377849669272,0.1994746056079521,0.34240275497463263,0.09339508610146366,0.3633466463526068,0.06097617479671824,0.438150449442096,0.4555755273147204,0.046768130844465794,0.3307660067265381,0.19020226373144788,0.3324638339049021,0.14052148603304718
6.787217258677793e-05,0.2681951371704198,0.2481011035275776,0.20500773428690616,0.266591439146414,0.00392184251191019,0.39361199260209984,0.2842252292377633,0.301993590101582,0.5392972281216322,0.13766158917380733,0.1284757088888471,0.1798351229348365,0.2619581826343652,0.40473725068408706,0.18331896065979827,0.13204857613484114
3.9554199452679505e-05,0.004305489997998457,0.4271792003797801,0.25489289118937214,0.2518157693505546,0.28286675430822084,0.2748645419396665,0.12020250330546922,0.2584586558888491,0.12761272501413695,0.2173247752842539,0.39851087876947566,0.1787053285271143,0.32178838910610563,0.16136592581752568,0.126233706019912,0.3168818903204633
0.00011219578873503522,0.34379042058780973,0.15728772451339612,0.13378755660486813,0.4272912115353704,0.16947048306811896,0.02505635849184712,0.3463344910434085,0.5354465003475946,0.6832931557442078,-0.022515638968764712,0.08855527187826284,0.32106619295139427,0.443761396000809,0.12068511115793829,0.1585100761355836,0.3686686138193885
2.7592221788433945e-05,0.17609134660000592,0.23092841226986677,0.27678535811614685,0.2294461655757116,0.13333730780337683,0.29540930737978655,0.18648302649268228,0.29572296116036895,0.13979716350297228,0.24311113891506417,0.2687665683371126,0.24747974881025242,0.27708152805913344,0.20177496692905728,0.15996128599482534,0.26200338380553195
3.2461981331824754e-05,0.2683044948357739,0.21882524816582702,0.19735535084871764,0.23987781919283765,0.1741740513503072,0.1254958899361647,0.283847523605398,0.33630760581473784,0.2086716346162623,0.21120181476352373,0.326687874573931,0.15695284194931564,0.24397568027270075,0.27851064543351417,0.11376000785260515,0.27237620248371713
3.0104236682628183e-05,0.15189919702093185,0.21779296590211109,0.3037447509529929,0.24582395254574413,0.16212582273158913,0.36371683614404565,0.17120364915208025,0.21590675316627606,0.13629793656261457,0.22842573671765848,0.27444158949282044,0.26825466864304043,0.23712159586830084,0.25744740527598003,0.21059668464514747,0.1993050895534485
1.796734680098127e-05,0.1423973002224525,0.24391650602929085,0.2514709320252137,0.2574969612121253,0.16522978458597182,0.29767506506115815,0.15887402610515017,0.27320786253938956,0.11591674045435604,0.24403080134999866,0.2827828693608363,0.2374477605362432,0.2532367889729871,0.20887880133184267,0.13298934958759012,0.28818612217170003
9.937084101702424e-05,0.009936030820925201,0.38142201175737755,0.45157862593607134,0.20410322154939714,0.019710144615679465,0.05327530026082397,0.6384503460954335,0.32979794804876666,0.434604097300737,0.08293936614401146,0.5510684486273707,-0.02899356955356358,0.3464991093349671,0.20564478662452046,0.18463430696457564,0.301692716892485
4.598323519970554e-05,0.2394217010844456,0.23369726190530124,0.18168798429501187,0.28880584077368043,0.06281498904677449,0.23550182727317964,0.16740660590658077,0.4781913189048699,0.18926995412595563,0.15695623135473707,0.41065699676852896,0.1753452661685571,0.31770802176088114,0.25182514511694726,0.3061199182086057,0.0626833616948142
4.215786622992812e-05,0.11845716830839206,0.33310049455895174,0.18932572725697908,0.3010017221075922,0.1914451622423102,0.364973398972895,0.13197555417109452,0.25084826031800866,0.17114151677406808,0.27896201734246107,0.24785452703802371,0.23371270705819855,0.2126827959506478,0.2417646870590392,0.23017733014060335,0.24668570526673622
2.344669332641599e-05,0.11294939378299645,0.2983436514177046,0.21480850035694468,0.28002515696147035,0.17411948177394043,0.2816772355791386,0.1552492974044086,0.29668984068627524,0.09278431669084836,0.22606862939621342,0.3429541009670185,0.22900593230256935,0.2450811221110504,0.23791565805892012,0.14742168523340504,0.26640934936710325
