mutation_rate,transition_matrix_AT,transition_matrix_AC,transition_matrix_AG,transition_matrix_TA,transition_matrix_TC,transition_matrix_TG,transition_matrix_CA,transition_matrix_CT,transition_matrix_CG,transition_matrix_GA,transition_matrix_GT,transition_matrix_GC
0.0005413934848022302,0.06800746141791852,0.7539416638942275,0.1780508746878539,0.23626181447593222,0.2459938186114535,0.5177443669126143,0.03259895063903717,0.8733950830819235,0.09400596627903934,0.36209854868286895,0.38964234294553046,0.24825910837160067
0.00019552676243774218,0.16623973891147112,0.4235333631530158,0.410226897935513,0.39984194749561813,0.07328941087879132,0.5268686416255907,0.054005734813103445,0.7102855951713877,0.23570867001550874,0.22156689114313685,0.7005118775254464,0.07792123133141676
0.0002465180586140922,0.33604607078692805,0.08482510610125038,0.5791288231118216,0.2136696437491675,0.12969146168577686,0.6566388945650556,0.6958638948189405,0.20233435835802796,0.10180174682303156,0.2575395425531255,0.7023956347367191,0.04006482271015549
0.0003066168957390951,0.34982955713482977,0.22863520599793782,0.4215352368672325,0.038894475680928076,0.09936266647582415,0.8617428578432478,0.2666998264918872,0.5672122637901814,0.1660879097179313,0.28336558980971255,0.5617981986664413,0.15483621152384616
0.0007726748907291154,0.06077543492187709,0.22598629164394768,0.7132382734341751,0.501272949730034,0.04879722286194127,0.44992982740802473,0.1024717047556006,0.6475726398819368,0.2499556553624627,0.41567174372149607,0.47223526271864147,0.11209299355986227
0.0006111278913224084,0.04842505556104987,0.5606946519966067,0.3908802924423434,0.16049598337677023,0.07084213607878936,0.7686618805444405,0.31191161824769503,0.6610746295300132,0.027013752222291854,0.2914411799250753,0.15855215311701593,0.5500066669579089
0.0003222035304338084,0.04406689808887493,0.2425171536242278,0.7134159482868973,0.2726657655694259,0.28887547789740853,0.43845875653316546,0.4410155557264495,0.3980258467092818,0.16095859756426867,0.41633141742510227,0.33688651887189247,0.2467820637030054
0.0005889170160491078,0.18694160924600953,0.27675475575172165,0.5363036350022689,0.2651519573362215,0.24570025166916515,0.4891477909946133,0.04036545426184163,0.6601099407237935,0.29952460501436495,0.07944147153783537,0.3521721661265073,0.5683863623356573
0.000892362727666882,0.04750753624661225,0.1852037539265776,0.7672887098268101,0.3619999262729288,0.10262650696118725,0.535373566765884,0.021823154517170096,0.5280282227477248,0.4501486227351051,0.1329791878179962,0.5802862378315269,0.286734574350477
0.0006853818433385674,0.2285850467342458,0.33339394523607846,0.43802100802967575,0.2305892676107228,0.15567368877011065,0.6137370436191665,0.08536496786122083,0.6041966170828325,0.31043841505594666,0.12829209174955009,0.41369834568510727,0.45800956256534275
0.00016457929920314255,0.11482999644728423,0.47028938694090394,0.4148806166118119,0.344648511017476,0.4219985795095782,0.23335290947294574,0.24242232512051112,0.6241855746521656,0.13339210022732326,0.08449153191070774,0.45043701808627506,0.4650714500030172
0.0006192925241344401,0.6718971028943705,0.1852140179717722,0.1428888791338572,0.1686712018929509,0.004856070286802738,0.8264727278202464,0.758834968374047,0.06459687802491648,0.17656815360103656,0.06047227368591812,0.35482046459141414,0.5847072617226676
0.0007536441779913331,0.3927580336823553,0.28912932954543663,0.318112636772208,0.17329279004922554,0.3663864718798152,0.4603207380709592,0.14363246989209505,0.5767975857993578,0.27956994430854715,0.14782553513439112,0.1671537847930512,0.6850206800725578
0.000414591516436295,0.2068888080875835,0.28535437595749025,0.5077568159549263,0.08629176625920787,0.3238874988937448,0.5898207348470473,0.6155942516919869,0.08255487797569994,0.30185087033231317,0.5349419362394627,0.3905635820937606,0.07449448166677658
0.00024300547159671981,0.25449547262657485,0.2922386963506242,0.453265831022801,0.3086759517993254,0.038084601578429134,0.6532394466222455,0.10396475404348657,0.4513139223480235,0.4447213236084899,0.3372067464868935,0.35611848971255916,0.3066747638005473
0.00044229979674600744,0.4447059051433732,0.2169997590470647,0.3382943358095621,0.29259279447760805,0.33791805336400765,0.3694891521583843,0.03008610643103027,0.5816968156675882,0.3882170779013814,0.2354081204870933,0.575518115259816,0.18907376425309064
0.000694716541777306,0.3501013968491855,0.40143868095946356,0.24845992219135096,0.24907986496740658,0.25168498465893074,0.4992351503736627,0.34908603466185345,0.4281353528522495,0.22277861248589717,0.24076656310812083,0.49634927737617224,0.26288415951570704
9.005095678805855e-05,0.4133704685500441,0.22574545796183418,0.36088407348812174,0.08719915934546915,0.24865683849305942,0.6641440021614713,0.17905191633322215,0.6684867333860696,0.1524613502807082,0.14557594478772096,0.3974447739554584,0.4569792812568206
0.0007246249472667472,0.029093121736659844,0.039918415615193714,0.9309884626481465,0.041808452159605713,0.3129970691151675,0.6451944787252268,0.1329278134957676,0.566366259192781,0.30070592731145124,0.0035503101644620005,0.7291130095065174,0.2673366803290206
0.0003056388012448623,0.45276988348461833,0.06127848475806824,0.4859516317573136,0.3442795691684951,0.5410708805719203,0.11464955025958457,0.17304937957664232,0.8096906960265113,0.01725992439684637,0.1940947384833484,0.41724181156830675,0.38866344994834484
0.000675007720290366,0.16657630788641736,0.3739784794285594,0.45944521268502325,0.19522386998246596,0.41781991668043394,0.3869562133371002,0.49628450325952644,0.4370454005921226,0.06667009614835101,0.17928789385402322,0.4144452219900265,0.4062668841559503
0.0002497103114260688,0.2874828714683407,0.44602889217498404,0.26648823635667523,0.4085017563867213,0.20317517764012857,0.3883230659731501,0.37644906817432544,0.36735842270266766,0.25619250912300695,0.13001038611656993,0.6625066848056967,0.20748292907773325
2.2808983929873045e-05,0.07321968989887323,0.4995581029960661,0.4272222071050607,0.42559786546353096,0.1509064209930791,0.42349571354338994,0.5759530741800365,0.16876669694076393,0.25528022887919954,0.16909071369094966,0.2966185190531308,0.5342907672559195
0.000530570007561682,0.8016064381792054,0.10615234494647074,0.09224121687432402,0.4146276951664655,0.498798634822205,0.0865736700113294,0.3715681018448651,0.34283490255898413,0.28559699559615065,0.09818377042644955,0.400543180291852,0.5012730492816986
