pred_mutation_rate,pred_transition_matrix_AT,pred_transition_matrix_AC,pred_transition_matrix_AG,pred_transition_matrix_TA,pred_transition_matrix_TC,pred_transition_matrix_TG,pred_transition_matrix_CA,pred_transition_matrix_CT,pred_transition_matrix_CG,pred_transition_matrix_GA,pred_transition_matrix_GT,pred_transition_matrix_GC
0.0006966332830404939,0.38740548469996394,0.4213749240048517,0.2014736527417073,0.20413833532899717,0.4263171056889682,0.37604921996535023,0.14634180539427255,0.5777922763785243,0.28976742809411915,0.2657509579110746,0.42489484242779807,0.3107682008720869
0.00017861524017292974,0.08285581435867162,0.46809496413511914,0.4337230733357543,0.375006139096977,0.12313142989955853,0.49054145976356855,0.05315472044131797,0.7498840345903572,0.1949948625261975,0.23827915094290003,0.6796740426391797,0.0765398151175613
0.00018212368573245977,0.30026318035913885,0.08170752042789237,0.591287689670795,0.10542365955551741,0.1822364287399134,0.6948832639813644,0.7188800665558823,0.20967201950775477,0.06317027112486329,0.19153934013706714,0.7274543489189776,0.0865937010765074
0.0005677516722203757,0.32282928826337537,0.25582125631459574,0.41624925481540087,0.05358575235981716,0.10374017418342538,0.8438093804325484,0.15416377962863537,0.5339712382558042,0.3186775966675024,0.26101486555851006,0.6198336490414854,0.1215303678711046
0.0006442197192791537,0.22193300544879213,0.20493137294105146,0.5743084921283671,0.41257752435324446,0.08849927253335338,0.4990733536019173,0.2446638737633146,0.44480426071713286,0.3170195785228732,0.47776875453398426,0.42433507452078817,0.09861484782958391
0.0005193409091833188,0.05923850034376282,0.6305351781892625,0.30928069130767427,0.1322815795068174,0.13152765619066104,0.7410181367520241,0.21963835400057943,0.6881450587686597,0.10054528670006019,0.30444562468373865,0.22024223474119803,0.47663675957068224
0.00031947608723077134,0.01490209395907105,0.26605758407158986,0.7103782137317942,0.24723248109180293,0.31295809508768213,0.42761726513912207,0.4387517299198862,0.38840834523520923,0.16736366276824433,0.3898704334043316,0.3755766032193226,0.23871271510646547
0.0006122975481839134,0.2396799408033046,0.35813535591956325,0.4095988739026769,0.1620527797696354,0.35868357038815585,0.48488192763021176,0.059811427431911424,0.6105708473051421,0.339990451878266,0.09624316151166859,0.49201221881662105,0.4099478377310659
0.00042957038513797695,0.057733322858602276,0.1592578903264106,0.7811086043426548,0.3777358980808182,0.1423137501966377,0.4772814361659046,-0.016635950793041865,0.6122747949810539,0.40436401118766463,0.15809867204313938,0.606452267170126,0.2316149954821425
0.0005513503234530551,0.2404009561214863,0.3333715334245008,0.4261809606939193,0.1770856786244105,0.21894511401470335,0.6047399627934654,0.062354340901021266,0.5681902828383316,0.37627946275865976,0.1315511569646364,0.49023837809935467,0.3784627623365411
0.0003731104755613585,0.07664729021143829,0.4770271952038445,0.44706734080939897,0.326932029323326,0.4415571067553374,0.23116661929200338,0.24812177326300364,0.6661127633004937,0.08945954406584664,0.06152736415443716,0.5345488502344501,0.39722443220576065
0.0006928231319783843,0.49299124647528414,0.1673115217736972,0.33638231118511724,0.11051053415593123,0.23238777515617176,0.6571421655976233,0.4806038426412398,0.2979355507786347,0.22826775591000187,0.3115211120595827,0.30867892949852144,0.38765847226453587
0.0006533363266337837,0.3755354333650489,0.3786514400059667,0.252849519265097,0.10630064703073724,0.4742652022195209,0.41929609663781725,0.10573207234468845,0.46282027473410736,0.44159585320051914,0.13216151865005643,0.3382248549991361,0.5326864030268825
0.0004664880675596109,0.2004964869245246,0.2624974635590188,0.5283421289087057,0.07641198583728065,0.3459962456841861,0.5660427918879948,0.6339955682077411,0.06572643926725802,0.2978993446170633,0.5247570698413531,0.46475651725514106,0.020840749490924015
0.0002638133991387566,0.16536763135946803,0.3686072862204661,0.45162012292997006,0.3503822521170262,0.047891559367880365,0.5901824062420931,0.052799011519016725,0.5225627992197234,0.4199739646386141,0.36565667789736345,0.36160923948492607,0.27207182763107524
0.0006187979537186424,0.41896641362140336,0.2641083509155027,0.322328529808749,0.25368426318769693,0.32776140276476395,0.41953890429206303,-0.009933076958322407,0.5892787098713215,0.4298791370393428,0.2646484676263527,0.5582825391583552,0.17558053397358175
0.0006081464913014422,0.347273052785113,0.3657719603247455,0.28856286559209277,0.20451821761641598,0.3485305568230676,0.44788597478676995,0.314274088980239,0.4215043283149802,0.2731269958882224,0.2619848493443484,0.522853898346463,0.21648077869804178
-3.1361039491695436e-05,0.311142767972905,0.3165557962046217,0.346002128980589,0.17919927528691626,0.36199685652778246,0.4375125114402025,0.3307991439582298,0.4971732496151375,0.16235551694263003,0.26505948250038514,0.33271292000832586,0.40415355230629746
0.0005783412186771316,0.2561197686341089,0.03428241289007761,0.7113746807579915,-0.06027624481286237,0.40240480721172145,0.6560940597966383,0.09695529820732146,0.49531204175666144,0.41295301368748805,-0.06237728869634668,0.8048299086873256,0.2609329910436933
0.0006622323851262728,0.40540837579567374,0.2636844084956253,0.3400999750123084,0.2981998556327654,0.4826635251820565,0.22425120420061204,0.2341149942255774,0.7250191838573121,0.05271162997020856,0.1818464055744514,0.48590696458490923,0.33084130693038005
0.0004899288840045569,0.14459488379644644,0.40428952906930626,0.4508448531257917,0.18919557993249497,0.4186192468803508,0.39243314273353214,0.5156409558893223,0.4264118322923139,0.062371948560099866,0.17624650297372024,0.45257906752272464,0.37210707366167023
0.0002206817003162679,0.19799252649943083,0.5264920415608753,0.26040475556986525,0.43485358589751166,0.23104483599582454,0.32324907022631605,0.39460707836866743,0.3497778413502146,0.25647619567261026,0.09340972639761053,0.7400400408422136,0.16056576453905091
-1.7814299804463267e-05,0.19591438669859698,0.4273224009946436,0.35165489278267587,0.3344869451402352,0.27267147519131496,0.3733005149420051,0.4615023108840863,0.3398339340398576,0.19069297531040436,0.19863796522426344,0.350452819242168,0.4520976267515123
0.0006941836055399742,0.6202914100630317,0.2963679054429591,0.09038451307934231,0.3679987873817786,0.4780835504748897,0.15766743513991824,0.3266925675994507,0.5160453656022477,0.17001259705892896,0.2774433302408732,0.3837110677793473,0.3387213158289798
0.0007102496246893426,0.273657249648567,0.3649201678588667,0.3694669948823303,0.32362803809794594,0.36366753076204383,0.31365089651750117,0.33288983130586836,0.2746847508329162,0.40237236758129846,0.3705514965412403,0.28974073054533533,0.3459556915440577
